frame_idx,timestamp,status,object_class,distance,roi_coverage
883,1745004631.5592792,WARNING,motorcycle,8.53,0.062
883,1745004631.5592792,WARNING,person,4.39,0.000
884,1745004639.6043873,WARNING,person,8.57,0.063
884,1745004639.6043873,WARNING,motorcycle,7.89,0.058
884,1745004639.6043873,WARNING,person,4.51,0.000
885,1745004647.657196,WARNING,person,8.28,0.064
885,1745004647.657196,WARNING,motorcycle,7.44,0.049
885,1745004647.657196,WARNING,person,9.55,0.000
886,1745004655.7951567,WARNING,person,7.85,0.061
886,1745004655.7951567,WARNING,motorcycle,6.91,0.032
886,1745004655.7951567,WARNING,person,7.87,0.000
887,1745004663.9268248,WARNING,person,7.55,0.033
887,1745004663.9268248,WARNING,person,8.10,0.000
887,1745004663.9268248,WARNING,motorcycle,6.03,0.007
888,1745004672.0673077,WARNING,person,7.07,0.015
888,1745004672.0673077,WARNING,person,7.20,0.000
888,1745004672.0673077,WARNING,motorcycle,5.64,0.000
889,1745004680.2907963,WARNING,person,6.86,0.000
889,1745004680.2907963,WARNING,person,6.87,0.000
889,1745004680.2907963,WARNING,motorcycle,5.26,0.000
890,1745004688.575093,WARNING,person,6.68,0.000
890,1745004688.575093,WARNING,motorcycle,4.76,0.000
891,1745004696.7022963,WARNING,person,6.47,0.000
891,1745004696.7022963,WARNING,motorcycle,4.33,0.000
892,1745004704.9902458,WARNING,person,5.88,0.000
892,1745004704.9902458,WARNING,person,8.44,0.000
892,1745004704.9902458,WARNING,motorcycle,4.29,0.000
892,1745004704.9902458,WARNING,motorcycle,8.00,0.000
893,1745004713.0494761,WARNING,person,5.19,0.000
893,1745004713.0494761,WARNING,motorcycle,4.34,0.000
894,1745004721.2669091,WARNING,motorcycle,9.69,0.047
894,1745004721.2669091,WARNING,person,4.65,0.000
894,1745004721.2669091,WARNING,motorcycle,4.39,0.000
894,1745004721.2669091,WARNING,person,5.08,0.000
895,1745004729.5986598,WARNING,motorcycle,9.14,0.039
895,1745004729.5986598,WARNING,person,4.28,0.000
895,1745004729.5986598,WARNING,motorcycle,4.34,0.000
896,1745004737.7883165,WARNING,motorcycle,8.50,0.038
896,1745004737.7883165,WARNING,motorcycle,4.82,0.000
897,1745004746.169173,WARNING,person,9.74,0.065
897,1745004746.169173,WARNING,motorcycle,8.26,0.049
897,1745004746.169173,WARNING,bicycle,4.23,0.000
898,1745004754.4754088,WARNING,person,8.90,0.080
898,1745004754.4754088,WARNING,motorcycle,7.63,0.055
898,1745004754.4754088,WARNING,person,9.00,0.006
898,1745004754.4754088,WARNING,motorcycle,4.04,0.000
899,1745004762.8533664,WARNING,person,8.39,0.085
899,1745004762.8533664,WARNING,motorcycle,7.15,0.060
899,1745004762.8533664,WARNING,motorcycle,6.39,0.000
899,1745004762.8533664,WARNING,person,8.60,0.004
900,1745004771.0140185,WARNING,person,7.77,0.085
900,1745004771.0140185,WARNING,motorcycle,5.79,0.000
900,1745004771.0140185,WARNING,person,6.35,0.000
900,1745004771.0140185,WARNING,motorcycle,6.32,0.045
900,1745004771.0140185,WARNING,person,8.02,0.002
901,1745004779.537675,WARNING,motorcycle,6.74,0.000
901,1745004779.537675,WARNING,person,7.54,0.063
901,1745004779.537675,WARNING,person,8.14,0.000
901,1745004779.537675,WARNING,motorcycle,6.06,0.028
901,1745004779.537675,WARNING,person,7.89,0.000
901,1745004779.537675,WARNING,person,8.58,0.004
902,1745004788.2334712,WARNING,motorcycle,8.01,0.006
902,1745004788.2334712,WARNING,person,6.82,0.031
902,1745004788.2334712,WARNING,person,9.01,0.000
902,1745004788.2334712,WARNING,motorcycle,5.62,0.017
902,1745004788.2334712,WARNING,person,8.60,0.000
903,1745004796.4092352,STOP,person,6.75,0.023
903,1745004796.4092352,STOP,motorcycle,9.55,0.011
903,1745004796.4092352,STOP,motorcycle,5.26,0.009
903,1745004796.4092352,STOP,person,7.99,0.000
903,1745004796.4092352,STOP,person,7.96,0.000
904,1745004804.7362058,STOP,person,6.19,0.024
904,1745004804.7362058,STOP,motorcycle,10.00,0.000
904,1745004804.7362058,STOP,person,9.75,0.000
904,1745004804.7362058,STOP,motorcycle,4.79,0.003
904,1745004804.7362058,STOP,motorcycle,7.85,0.000
904,1745004804.7362058,STOP,person,7.13,0.000
905,1745004813.0784214,STOP,person,5.88,0.012
905,1745004813.0784214,STOP,person,6.78,0.000
905,1745004813.0784214,STOP,motorcycle,4.49,0.019
905,1745004813.0784214,STOP,person,7.10,0.000
906,1745004821.1483479,WARNING,person,5.54,0.000
906,1745004821.1483479,WARNING,motorcycle,4.04,0.005
906,1745004821.1483479,WARNING,person,6.46,0.000
907,1745004829.6276429,WARNING,person,5.20,0.000
908,1745004838.1134148,WARNING,person,4.54,0.000
908,1745004838.1134148,WARNING,motorcycle,4.05,0.000
909,1745004846.6767633,WARNING,person,4.47,0.000
909,1745004846.6767633,WARNING,motorcycle,4.94,0.000
909,1745004846.6767633,WARNING,motorcycle,9.10,0.000
909,1745004846.6767633,WARNING,motorcycle,9.15,0.000
910,1745004855.0788598,WARNING,person,9.95,0.080
910,1745004855.0788598,WARNING,motorcycle,8.88,0.000
910,1745004855.0788598,WARNING,person,9.96,0.000
910,1745004855.0788598,WARNING,motorcycle,3.72,0.000
910,1745004855.0788598,WARNING,person,4.99,0.000
911,1745004863.1217978,WARNING,person,9.41,0.084
911,1745004863.1217978,WARNING,motorcycle,4.26,0.000
912,1745004871.19864,WARNING,person,9.16,0.093
912,1745004871.19864,WARNING,motorcycle,3.99,0.000
913,1745004879.2524896,WARNING,person,7.69,0.096
914,1745004887.5589993,WARNING,person,7.49,0.104
915,1745004896.0728521,STOP,person,6.99,0.094
915,1745004896.0728521,STOP,motorcycle,9.72,0.000
916,1745004904.3888404,STOP,person,6.71,0.100
916,1745004904.3888404,STOP,motorcycle,9.61,0.000
917,1745004912.4660192,STOP,person,6.45,0.105
917,1745004912.4660192,STOP,motorcycle,9.39,0.000
918,1745004920.669245,STOP,person,6.04,0.118
918,1745004920.669245,STOP,motorcycle,8.84,0.000
919,1745004929.0452106,STOP,person,6.37,0.137
919,1745004929.0452106,STOP,motorcycle,9.20,0.000
920,1745004937.0875375,STOP,person,6.28,0.152
920,1745004937.0875375,STOP,motorcycle,9.22,0.000
921,1745004945.5543582,STOP,person,6.12,0.154
921,1745004945.5543582,STOP,motorcycle,8.60,0.000
922,1745004953.6276834,STOP,person,6.11,0.147
922,1745004953.6276834,STOP,motorcycle,8.31,0.000
923,1745004961.6452744,STOP,person,5.77,0.164
923,1745004961.6452744,STOP,motorcycle,8.39,0.000
924,1745004969.739715,STOP,person,5.73,0.128
924,1745004969.739715,STOP,motorcycle,8.20,0.000
925,1745004978.1593876,STOP,person,5.52,0.099
925,1745004978.1593876,STOP,motorcycle,7.63,0.000
926,1745004986.2907689,STOP,person,5.03,0.074
926,1745004986.2907689,STOP,motorcycle,7.13,0.000
927,1745004994.4193168,STOP,person,5.12,0.067
927,1745004994.4193168,STOP,motorcycle,7.37,0.000
928,1745005002.259378,STOP,person,5.18,0.005
929,1745005010.1169791,WARNING,person,4.77,0.000
930,1745005018.088313,WARNING,person,3.71,0.000
930,1745005018.088313,WARNING,person,4.78,0.000
931,1745005026.0554094,WARNING,person,3.35,0.000
932,1745005033.8213189,CLEAR,none,inf,0.0
933,1745005041.839325,CLEAR,none,inf,0.0
934,1745005049.6334183,CLEAR,none,inf,0.0
935,1745005057.5284214,CLEAR,none,inf,0.0
936,1745005065.68047,CLEAR,none,inf,0.0
937,1745005073.7664871,WARNING,motorcycle,9.54,0.000
938,1745005081.7065852,CLEAR,none,inf,0.0
939,1745005089.469429,CLEAR,none,inf,0.0
940,1745005097.1940722,CLEAR,none,inf,0.0
941,1745005105.1768937,CLEAR,none,inf,0.0
942,1745005112.918498,CLEAR,none,inf,0.0
943,1745005120.714348,CLEAR,none,inf,0.0
944,1745005128.540136,CLEAR,none,inf,0.0
945,1745005136.4442747,WARNING,person,9.80,0.034
945,1745005136.4442747,WARNING,truck,9.79,0.156
946,1745005144.6210308,WARNING,person,9.67,0.034
946,1745005144.6210308,WARNING,truck,9.67,0.152
947,1745005152.614017,WARNING,truck,9.66,0.160
948,1745005160.430066,WARNING,truck,9.77,0.151
949,1745005168.3182354,WARNING,truck,9.59,0.151
950,1745005176.15606,WARNING,truck,9.02,0.178
951,1745005184.1008239,WARNING,person,9.57,0.033
951,1745005184.1008239,WARNING,truck,8.67,0.209
952,1745005192.0562382,WARNING,truck,8.59,0.218
952,1745005192.0562382,WARNING,person,9.48,0.025
953,1745005200.0363274,WARNING,truck,8.40,0.229
953,1745005200.0363274,WARNING,person,8.96,0.018
954,1745005207.7813702,WARNING,truck,8.31,0.248
954,1745005207.7813702,WARNING,person,8.85,0.010
955,1745005215.420479,WARNING,truck,8.05,0.268
956,1745005223.1584213,WARNING,truck,7.97,0.271
957,1745005230.8261461,WARNING,truck,7.84,0.286
957,1745005230.8261461,WARNING,car,8.52,0.000
958,1745005238.597357,STOP,car,8.30,0.000
958,1745005238.597357,STOP,truck,7.46,0.367
959,1745005246.230551,STOP,car,7.97,0.000
959,1745005246.230551,STOP,truck,7.18,0.386
960,1745005254.2231617,STOP,truck,inf,0.473
961,1745005261.9229941,STOP,truck,inf,0.561
962,1745005269.545767,STOP,truck,inf,0.574
963,1745005277.3328938,STOP,truck,inf,0.573
964,1745005285.2357855,STOP,Unknown Obstacle,6.05,1.000
964,1745005285.2357855,STOP,person,8.97,0.000
965,1745005292.8360286,STOP,truck,inf,0.680
966,1745005299.7537189,STOP,truck,inf,0.695
967,1745005306.749717,STOP,Unknown Obstacle,5.93,1.000
968,1745005313.8995194,STOP,Unknown Obstacle,5.76,1.000
969,1745005321.736772,STOP,truck,inf,0.707
970,1745005329.5846643,STOP,Unknown Obstacle,5.57,1.000
971,1745005337.8867304,STOP,Unknown Obstacle,5.67,1.000
972,1745005346.018949,STOP,Unknown Obstacle,5.61,1.000
973,1745005353.8866992,STOP,Unknown Obstacle,5.33,1.000
974,1745005361.9291701,STOP,person,6.97,0.006
975,1745005369.9301145,STOP,none,inf,0.0
976,1745005377.808935,STOP,none,inf,0.0
977,1745005385.907676,STOP,none,inf,0.0
978,1745005393.8566282,CLEAR,none,inf,0.0
979,1745005401.7542386,CLEAR,none,inf,0.0
980,1745005409.698913,CLEAR,none,inf,0.0
981,1745005417.6440759,CLEAR,none,inf,0.0
982,1745005425.576618,CLEAR,none,inf,0.0
983,1745005433.519948,WARNING,bus,6.78,0.000
984,1745005441.3517368,WARNING,bus,5.41,0.057
984,1745005441.3517368,WARNING,car,5.39,0.000
985,1745005449.032268,WARNING,bus,5.37,0.082
985,1745005449.032268,WARNING,car,5.01,0.000
986,1745005456.8665783,STOP,bus,5.06,0.114
987,1745005464.9251132,STOP,bus,5.07,0.125
988,1745005473.227557,STOP,bus,5.13,0.129
989,1745005481.1075182,STOP,train,4.94,0.138
990,1745005489.2050624,STOP,bus,4.84,0.184
990,1745005489.2050624,STOP,train,4.86,0.191
991,1745005497.0992117,STOP,bus,4.86,0.152
992,1745005504.9392533,STOP,bus,4.65,0.159
992,1745005504.9392533,STOP,train,4.66,0.167
993,1745005512.474674,STOP,bus,5.04,0.192
994,1745005519.9015455,STOP,bus,4.80,0.182
995,1745005527.3976302,STOP,bus,5.17,0.173
996,1745005534.8612041,STOP,bus,5.98,0.195
997,1745005542.9269454,WARNING,bus,6.87,0.169
997,1745005542.9269454,WARNING,person,7.00,0.000
998,1745005550.8012118,WARNING,bus,7.74,0.170
998,1745005550.8012118,WARNING,person,7.85,0.000
999,1745005558.9411573,WARNING,bus,8.11,0.183
999,1745005558.9411573,WARNING,person,8.19,0.000
1000,1745005566.8980997,WARNING,bus,9.14,0.158
1000,1745005566.8980997,WARNING,person,9.20,0.000
1001,1745005574.8725758,WARNING,bus,9.65,0.139
1001,1745005574.8725758,WARNING,person,9.75,0.003
1002,1745005582.7891943,CLEAR,none,inf,0.0
1003,1745005590.8298507,WARNING,motorcycle,9.32,0.000
1004,1745005598.8396628,WARNING,motorcycle,9.17,0.000
1005,1745005606.8873572,CLEAR,none,inf,0.0
1006,1745005614.9705346,WARNING,bicycle,8.24,0.000
1007,1745005623.2108195,WARNING,motorcycle,7.97,0.000
1007,1745005623.2108195,WARNING,motorcycle,6.62,0.000
1007,1745005623.2108195,WARNING,person,8.17,0.000
1008,1745005631.235395,WARNING,motorcycle,7.07,0.000
1008,1745005631.235395,WARNING,person,9.07,0.000
1008,1745005631.235395,WARNING,person,8.98,0.000
1008,1745005631.235395,WARNING,motorcycle,9.69,0.000
1008,1745005631.235395,WARNING,person,7.56,0.000
1009,1745005639.3130476,WARNING,person,9.97,0.000
1009,1745005639.3130476,WARNING,person,9.82,0.000
1009,1745005639.3130476,WARNING,motorcycle,6.84,0.000
1009,1745005639.3130476,WARNING,motorcycle,9.96,0.000
1009,1745005639.3130476,WARNING,person,6.98,0.000
1010,1745005647.5025456,WARNING,motorcycle,7.63,0.000
1010,1745005647.5025456,WARNING,person,8.30,0.000
1011,1745005655.8294027,WARNING,person,9.00,0.000
1011,1745005655.8294027,WARNING,motorcycle,8.65,0.000
1012,1745005664.3977208,WARNING,person,9.94,0.000
1012,1745005664.3977208,WARNING,motorcycle,9.58,0.000
1013,1745005672.4700694,CLEAR,none,inf,0.0
1014,1745005680.5467439,CLEAR,none,inf,0.0
1015,1745005688.742814,WARNING,motorcycle,8.75,0.000
1016,1745005697.0425282,WARNING,person,8.99,0.000
1016,1745005697.0425282,WARNING,motorcycle,8.81,0.000
1017,1745005705.4321303,WARNING,motorcycle,8.99,0.000
1017,1745005705.4321303,WARNING,person,9.66,0.000
1018,1745005713.7507997,CLEAR,none,inf,0.0
1019,1745005722.0243607,CLEAR,none,inf,0.0
1020,1745005730.2436442,CLEAR,none,inf,0.0
1021,1745005738.2776947,WARNING,truck,9.82,0.041
1022,1745005746.6317616,WARNING,motorcycle,8.99,0.000
